日期,合约编码,交易代码,报价时间,到期日,期权类型,执行价,开盘价,最高价,最低价,收盘价,成交量,持仓量,成交额,合约单位,标的代码,标的收盘价,距离到期日天数,距离到期日时间（折算成年）,无风险利率,经插值的隐含波动率,原始隐含波动率,Delta,Gamma,Vega,Theta,Rho,理论价格,模型误差,hv10,hv20,hv30,hv60,hv90,hv120,hv150,hv180,期货代码,期货价格,连续标志
20201030,10002572,510050P2012M03200,2020-10-30,20201223,P,3.2,0.0448,0.0654,0.0432,0.0611,18562,26855,9848664,10000,510050,3.329,54,0.147945,0.0299,0.2387,0.2387,-0.3,1.1376,0.0045,-0.0009,-0.0016,0.0611,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2012,3262.6,L2
20201009,10002579,510050C2012M03300,2020-10-09,20201223,C,3.3,0.1519,0.1688,0.1402,0.1422,7461,18678,11363677,10000,510050,3.337,75,0.205479,0.0279,0.1873,0.1873,0.5953,1.3674,0.0059,-0.0009,0.0038,0.1422,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2012,3241.6,L3
20201012,10002579,510050C2012M03300,2020-10-12,20201223,C,3.3,0.1522,0.2159,0.1514,0.21,9502,16317,17815404,10000,510050,3.442,72,0.19726,0.0278,0.1886,0.1886,0.7292,1.1486,0.0051,-0.0008,0.0045,0.21,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2012,3357.0,L3
20201013,10002579,510050C2012M03300,2020-10-13,20201223,C,3.3,0.2,0.2117,0.1923,0.2076,3200,15040,6440091,10000,510050,3.437,71,0.194521,0.0345,0.1868,0.1868,0.7312,1.1651,0.005,-0.0009,0.0045,0.2076,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2012,3353.0,L3
20201014,10002579,510050C2012M03300,2020-10-14,20201223,C,3.3,0.203,0.206,0.1882,0.1901,3137,15094,6044999,10000,510050,3.424,70,0.191781,0.032,0.1746,0.1746,0.726,1.2719,0.005,-0.0008,0.0044,0.1901,-0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2012,3341.2,L3
20201015,10002579,510050C2012M03300,2020-10-15,20201223,C,3.3,0.1971,0.212,0.1904,0.2008,5599,14869,11356210,10000,510050,3.425,69,0.189041,0.0291,0.1985,0.1985,0.7046,1.168,0.0051,-0.0009,0.0042,0.2008,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2012,3346.0,L3
20201016,10002579,510050C2012M03300,2020-10-16,20201223,C,3.3,0.207,0.2201,0.1893,0.2034,6159,14298,12779051,10000,510050,3.432,68,0.186301,0.0279,0.1966,0.1966,0.7142,1.1671,0.005,-0.0009,0.0042,0.2034,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2012,3353.2,L3
20201019,10002579,510050C2012M03300,2020-10-19,20201223,C,3.3,0.21,0.2409,0.1749,0.1822,6340,14260,13053943,10000,510050,3.409,65,0.178082,0.0285,0.1916,0.1916,0.6932,1.2739,0.0051,-0.0009,0.0039,0.1822,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2012,3326.0,L3
20201020,10002579,510050C2012M03300,2020-10-20,20201223,C,3.3,0.18,0.1824,0.1713,0.1799,3205,14865,5649690,10000,510050,3.412,64,0.175342,0.0287,0.1844,0.1844,0.704,1.3114,0.0049,-0.0009,0.0039,0.1799,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2012,3331.8,L3
20201021,10002579,510050C2012M03300,2020-10-21,20201223,C,3.3,0.1759,0.1902,0.1715,0.19,3624,14574,6511312,10000,510050,3.433,63,0.172603,0.0285,0.1759,0.1759,0.7404,1.2922,0.0046,-0.0008,0.0041,0.19,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2012,3351.0,L3
20201022,10002579,510050C2012M03300,2020-10-22,20201223,C,3.3,0.1845,0.1888,0.1576,0.1818,6892,15002,11711782,10000,510050,3.42,62,0.169863,0.0283,0.1806,0.1806,0.7196,1.3234,0.0047,-0.0009,0.0039,0.1818,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2012,3342.6,L3
20201023,10002579,510050C2012M03300,2020-10-23,20201223,C,3.3,0.1805,0.2028,0.1751,0.1817,6291,15420,11789392,10000,510050,3.408,61,0.167123,0.0326,0.1965,0.1965,0.6946,1.2801,0.0049,-0.001,0.0037,0.1817,-0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2012,3333.8,L3
20201026,10002579,510050C2012M03300,2020-10-26,20201223,C,3.3,0.1741,0.1741,0.1396,0.1457,9900,16768,14648205,10000,510050,3.354,58,0.158904,0.073,0.1758,0.1758,0.6672,1.5459,0.0049,-0.0012,0.0033,0.1457,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2012,3277.2,L3
20201027,10002579,510050C2012M03300,2020-10-27,20201223,C,3.3,0.1402,0.1437,0.1303,0.1357,8206,18276,11253680,10000,510050,3.346,57,0.156164,0.0331,0.1935,0.1935,0.6128,1.4962,0.0051,-0.001,0.003,0.1357,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2012,3274.4,L3
20201028,10002579,510050C2012M03300,2020-10-28,20201223,C,3.3,0.1368,0.153,0.1333,0.1485,8187,17941,11626073,10000,510050,3.364,56,0.153425,0.0292,0.2011,0.2011,0.6331,1.421,0.005,-0.001,0.003,0.1485,-0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2012,3294.4,L3
20201029,10002579,510050C2012M03300,2020-10-29,20201223,C,3.3,0.1343,0.1708,0.1289,0.1602,13327,18243,20067730,10000,510050,3.383,55,0.150685,0.029,0.2022,0.2022,0.6596,1.3807,0.0048,-0.001,0.0031,0.1602,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2012,3316.0,L2
20201030,10002579,510050C2012M03300,2020-10-30,20201223,C,3.3,0.1544,0.1589,0.1277,0.13,14384,21057,20491062,10000,510050,3.329,54,0.147945,0.0299,0.2105,0.2105,0.5805,1.4497,0.005,-0.0011,0.0027,0.13,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2012,3262.6,L2
20201009,10002580,510050P2012M03300,2020-10-09,20201223,P,3.3,0.1695,0.1695,0.131,0.137,9697,17930,13380931,10000,510050,3.337,75,0.205479,0.0279,0.2732,0.2732,-0.4215,0.9465,0.0059,-0.001,-0.0032,0.137,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2012,3241.6,L3
20201012,10002580,510050P2012M03300,2020-10-12,20201223,P,3.3,0.13,0.1305,0.0952,0.0954,9653,18139,9971301,10000,510050,3.442,72,0.19726,0.0278,0.274,0.274,-0.3256,0.8599,0.0055,-0.001,-0.0024,0.0954,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2012,3357.0,L3
20201013,10002580,510050P2012M03300,2020-10-13,20201223,P,3.3,0.0961,0.1013,0.0915,0.0925,5185,17501,4983246,10000,510050,3.437,71,0.194521,0.0345,0.2703,0.2703,-0.3238,0.877,0.0054,-0.0009,-0.0023,0.0925,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2012,3353.0,L3
20201014,10002580,510050P2012M03300,2020-10-14,20201223,P,3.3,0.0939,0.0991,0.0923,0.0938,4021,16714,3859106,10000,510050,3.424,70,0.191781,0.032,0.2655,0.2655,-0.3343,0.9143,0.0055,-0.0009,-0.0024,0.0938,-0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2012,3341.2,L3
20201015,10002580,510050P2012M03300,2020-10-15,20201223,P,3.3,0.0915,0.097,0.0857,0.091,7416,16469,6710312,10000,510050,3.425,69,0.189041,0.0291,0.2614,0.2614,-0.3327,0.9334,0.0054,-0.0009,-0.0023,0.091,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2012,3346.0,L3
20201016,10002580,510050P2012M03300,2020-10-16,20201223,P,3.3,0.086,0.0985,0.0804,0.0882,7208,16581,6259251,10000,510050,3.432,68,0.186301,0.0279,0.2617,0.2617,-0.3265,0.9301,0.0053,-0.0009,-0.0023,0.0882,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2012,3353.2,L3
20201019,10002580,510050P2012M03300,2020-10-19,20201223,P,3.3,0.0806,0.0926,0.07,0.0895,9319,17445,7657090,10000,510050,3.409,65,0.178082,0.0285,0.2552,0.2552,-0.3436,1.002,0.0053,-0.0009,-0.0022,0.0895,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2012,3326.0,L3
20201020,10002580,510050P2012M03300,2020-10-20,20201223,P,3.3,0.09,0.0929,0.0806,0.0838,5089,17844,4341342,10000,510050,3.412,64,0.175342,0.0287,0.2482,0.2482,-0.3367,1.0294,0.0052,-0.0009,-0.0022,0.0838,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2012,3331.8,L3
20201021,10002580,510050P2012M03300,2020-10-21,20201223,P,3.3,0.0803,0.0882,0.0767,0.077,6502,17076,5400578,10000,510050,3.433,63,0.172603,0.0285,0.2499,0.2499,-0.3157,0.9974,0.0051,-0.0009,-0.002,0.077,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2012,3351.0,L3
20201022,10002580,510050P2012M03300,2020-10-22,20201223,P,3.3,0.0778,0.0985,0.0768,0.0823,8494,16626,7407234,10000,510050,3.42,62,0.169863,0.0283,0.2539,0.2539,-0.3301,1.0122,0.0051,-0.001,-0.0021,0.0823,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2012,3342.6,L3
20201023,10002580,510050P2012M03300,2020-10-23,20201223,P,3.3,0.0808,0.0909,0.0725,0.0817,10040,18259,8115467,10000,510050,3.408,61,0.167123,0.0326,0.2484,0.2484,-0.3367,1.0547,0.0051,-0.0009,-0.0021,0.0817,0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2012,3333.8,L3
20201026,10002580,510050P2012M03300,2020-10-26,20201223,P,3.3,0.0857,0.1097,0.0857,0.0951,14895,18652,14505243,10000,510050,3.354,58,0.158904,0.073,0.2591,0.2591,-0.374,1.0939,0.0051,-0.0009,-0.0021,0.0951,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2012,3277.2,L3
20201027,10002580,510050P2012M03300,2020-10-27,20201223,P,3.3,0.0986,0.1033,0.0946,0.0988,11264,20257,11061340,10000,510050,3.346,57,0.156164,0.0331,0.2447,0.2447,-0.4033,1.1964,0.0051,-0.001,-0.0023,0.0988,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2012,3274.4,L3
20201028,10002580,510050P2012M03300,2020-10-28,20201223,P,3.3,0.0988,0.0997,0.0816,0.0859,13784,22216,12575805,10000,510050,3.364,56,0.153425,0.0292,0.2334,0.2334,-0.3803,1.2382,0.005,-0.0009,-0.0021,0.0859,-0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2012,3294.4,L3
20201029,10002580,510050P2012M03300,2020-10-29,20201223,P,3.3,0.096,0.103,0.071,0.077,14898,21825,13083995,10000,510050,3.383,55,0.150685,0.029,0.2314,0.2314,-0.3557,1.226,0.0049,-0.0009,-0.0019,0.077,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2012,3316.0,L2
20201030,10002580,510050P2012M03300,2020-10-30,20201223,P,3.3,0.0799,0.1058,0.075,0.1,21617,24234,19937475,10000,510050,3.329,54,0.147945,0.0299,0.2376,0.2376,-0.4247,1.288,0.005,-0.001,-0.0022,0.1,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2012,3262.6,L2
20201009,10002627,510050C2012M03400,2020-10-09,20201223,C,3.4,0.1114,0.1218,0.0992,0.1013,7851,24917,8622709,10000,510050,3.337,75,0.205479,0.0279,0.2007,0.2007,0.4613,1.3079,0.006,-0.0009,0.003,0.1013,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2012,3241.6,L3
20201012,10002627,510050C2012M03400,2020-10-12,20201223,C,3.4,0.1049,0.1617,0.1,0.1573,9793,23767,13534141,10000,510050,3.442,72,0.19726,0.0278,0.2063,0.2063,0.5947,1.2292,0.0059,-0.001,0.0037,0.1573,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2012,3357.0,L3
20201013,10002627,510050C2012M03400,2020-10-13,20201223,C,3.4,0.1503,0.1573,0.1406,0.1527,5644,23652,8391613,10000,510050,3.437,71,0.194521,0.0345,0.2011,0.2011,0.5956,1.2712,0.0059,-0.001,0.0037,0.1527,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2012,3353.0,L3
20201014,10002627,510050C2012M03400,2020-10-14,20201223,C,3.4,0.1479,0.1535,0.1367,0.1393,3625,23010,5088654,10000,510050,3.424,70,0.191781,0.032,0.1944,0.1944,0.5782,1.342,0.0059,-0.001,0.0035,0.1393,-0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2012,3341.2,L3
20201015,10002627,510050C2012M03400,2020-10-15,20201223,C,3.4,0.1338,0.156,0.1338,0.1475,7572,23756,11224078,10000,510050,3.425,69,0.189041,0.0291,0.2109,0.2109,0.5737,1.2485,0.0058,-0.001,0.0034,0.1475,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2012,3346.0,L3
20201016,10002627,510050C2012M03400,2020-10-16,20201223,C,3.4,0.1474,0.1623,0.1371,0.15,7921,23743,11938745,10000,510050,3.432,68,0.186301,0.0279,0.2108,0.2108,0.5814,1.2511,0.0058,-0.001,0.0034,0.15,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2012,3353.2,L3
20201019,10002627,510050C2012M03400,2020-10-19,20201223,C,3.4,0.1555,0.1794,0.1228,0.1294,11627,25163,16927359,10000,510050,3.409,65,0.178082,0.0285,0.2027,0.2027,0.5529,1.3563,0.0057,-0.001,0.0031,0.1294,0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2012,3326.0,L3
20201020,10002627,510050C2012M03400,2020-10-20,20201223,C,3.4,0.1257,0.1288,0.1194,0.1258,5932,25709,7299334,10000,510050,3.412,64,0.175342,0.0287,0.195,0.195,0.5579,1.4167,0.0056,-0.001,0.0031,0.1258,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2012,3331.8,L3
20201021,10002627,510050C2012M03400,2020-10-21,20201223,C,3.4,0.1296,0.1339,0.1194,0.1335,9927,25601,12437087,10000,510050,3.433,63,0.172603,0.0285,0.1892,0.1892,0.5889,1.4417,0.0055,-0.001,0.0033,0.1335,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2012,3351.0,L3
20201022,10002627,510050C2012M03400,2020-10-22,20201223,C,3.4,0.1302,0.133,0.109,0.1269,15276,26523,18026797,10000,510050,3.42,62,0.169863,0.0283,0.1927,0.1927,0.5691,1.4464,0.0055,-0.001,0.0031,0.1269,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2012,3342.6,L3
20201023,10002627,510050C2012M03400,2020-10-23,20201223,C,3.4,0.1314,0.144,0.1226,0.1248,15410,26744,20426002,10000,510050,3.408,61,0.167123,0.0326,0.2007,0.2007,0.5541,1.4139,0.0055,-0.0011,0.0029,0.1248,0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2012,3333.8,L3
20201026,10002627,510050C2012M03400,2020-10-26,20201223,C,3.4,0.1206,0.1214,0.0937,0.0973,19852,30892,20040536,10000,510050,3.354,58,0.158904,0.073,0.1885,0.1885,0.5043,1.5825,0.0053,-0.0012,0.0025,0.0973,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2012,3277.2,L3
20201027,10002627,510050C2012M03400,2020-10-27,20201223,C,3.4,0.0937,0.0961,0.086,0.0893,13466,34554,12234103,10000,510050,3.346,57,0.156164,0.0331,0.201,0.201,0.4614,1.4944,0.0053,-0.0011,0.0023,0.0893,-0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2012,3274.4,L3
20201028,10002627,510050C2012M03400,2020-10-28,20201223,C,3.4,0.0907,0.1026,0.0876,0.099,13872,36045,13139165,10000,510050,3.364,56,0.153425,0.0292,0.2069,0.2069,0.4858,1.4621,0.0053,-0.0011,0.0024,0.099,0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2012,3294.4,L3
20201029,10002627,510050C2012M03400,2020-10-29,20201223,C,3.4,0.0902,0.1152,0.0843,0.106,19721,34478,19409602,10000,510050,3.383,55,0.150685,0.029,0.2044,0.2044,0.5126,1.4856,0.0052,-0.0011,0.0025,0.106,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2012,3316.0,L2
20201030,10002627,510050C2012M03400,2020-10-30,20201223,C,3.4,0.1049,0.1059,0.0831,0.0833,19750,39842,18476964,10000,510050,3.329,54,0.147945,0.0299,0.2117,0.2117,0.4348,1.452,0.005,-0.0011,0.002,0.0833,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2012,3262.6,L2
20201009,10002628,510050P2012M03400,2020-10-09,20201223,P,3.4,0.2323,0.2323,0.1868,0.1936,5247,17124,10232225,10000,510050,3.337,75,0.205479,0.0279,0.2816,0.2816,-0.5151,0.9359,0.006,-0.001,-0.0039,0.1936,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2012,3241.6,L3
20201012,10002628,510050P2012M03400,2020-10-12,20201223,P,3.4,0.1837,0.1842,0.1405,0.1408,7030,17890,10590518,10000,510050,3.442,72,0.19726,0.0278,0.2804,0.2804,-0.4188,0.9114,0.006,-0.001,-0.0031,0.1408,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2012,3357.0,L3
20201013,10002628,510050P2012M03400,2020-10-13,20201223,P,3.4,0.1406,0.1495,0.1361,0.1379,4424,17512,6292614,10000,510050,3.437,71,0.194521,0.0345,0.2772,0.2772,-0.419,0.9298,0.0059,-0.001,-0.0031,0.1379,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2012,3353.0,L3
20201014,10002628,510050P2012M03400,2020-10-14,20201223,P,3.4,0.137,0.1473,0.137,0.1405,3964,16900,5647094,10000,510050,3.424,70,0.191781,0.032,0.2726,0.2726,-0.4325,0.9619,0.0059,-0.001,-0.0031,0.1405,-0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2012,3341.2,L3
20201015,10002628,510050P2012M03400,2020-10-15,20201223,P,3.4,0.1411,0.1445,0.1289,0.1358,5854,16619,7928685,10000,510050,3.425,69,0.189041,0.0291,0.2655,0.2655,-0.433,0.9946,0.0059,-0.001,-0.0031,0.1358,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2012,3346.0,L3
20201016,10002628,510050P2012M03400,2020-10-16,20201223,P,3.4,0.136,0.1456,0.122,0.1327,8408,16395,11051865,10000,510050,3.432,68,0.186301,0.0279,0.2665,0.2665,-0.427,0.9936,0.0058,-0.001,-0.003,0.1327,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2012,3353.2,L3
20201019,10002628,510050P2012M03400,2020-10-19,20201223,P,3.4,0.1282,0.141,0.1078,0.1358,11088,16461,14023646,10000,510050,3.409,65,0.178082,0.0285,0.2599,0.2599,-0.4502,1.0585,0.0057,-0.001,-0.003,0.1358,0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2012,3326.0,L3
20201020,10002628,510050P2012M03400,2020-10-20,20201223,P,3.4,0.135,0.1417,0.1263,0.1294,8075,17430,10729406,10000,510050,3.412,64,0.175342,0.0287,0.2529,0.2529,-0.4468,1.0942,0.0056,-0.001,-0.0029,0.1294,0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2012,3331.8,L3
20201021,10002628,510050P2012M03400,2020-10-21,20201223,P,3.4,0.127,0.1356,0.1202,0.121,9078,17482,11721070,10000,510050,3.433,63,0.172603,0.0285,0.2559,0.2559,-0.4246,1.0735,0.0056,-0.001,-0.0027,0.121,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2012,3351.0,L3
20201022,10002628,510050P2012M03400,2020-10-22,20201223,P,3.4,0.1236,0.1492,0.12,0.1273,13321,15913,17831856,10000,510050,3.42,62,0.169863,0.0283,0.2589,0.2589,-0.4391,1.0806,0.0056,-0.001,-0.0028,0.1273,0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2012,3342.6,L3
20201023,10002628,510050P2012M03400,2020-10-23,20201223,P,3.4,0.1295,0.1383,0.1134,0.1277,14088,17352,17584956,10000,510050,3.408,61,0.167123,0.0326,0.254,0.254,-0.4495,1.1185,0.0055,-0.001,-0.0028,0.1277,0.0,0.1678,0.1868,0.1777,0.1861,0.2479,0.2231,0.2261,0.2457,IH2012,3333.8,L3
20201026,10002628,510050P2012M03400,2020-10-26,20201223,P,3.4,0.1308,0.1651,0.1308,0.1462,15518,19539,23067689,10000,510050,3.354,58,0.158904,0.073,0.2676,0.2676,-0.4863,1.1145,0.0053,-0.0009,-0.0028,0.1462,-0.0,0.0926,0.1701,0.1817,0.1702,0.2494,0.2241,0.2264,0.2465,IH2012,3277.2,L3
20201027,10002628,510050P2012M03400,2020-10-27,20201223,P,3.4,0.1525,0.1582,0.1472,0.1523,9813,21896,14869605,10000,510050,3.346,57,0.156164,0.0331,0.2514,0.2514,-0.5237,1.1982,0.0053,-0.001,-0.003,0.1523,0.0,0.0924,0.1643,0.1753,0.1702,0.2487,0.2239,0.2256,0.2443,IH2012,3274.4,L3
20201028,10002628,510050P2012M03400,2020-10-28,20201223,P,3.4,0.1449,0.1537,0.1304,0.1359,8240,22025,11667704,10000,510050,3.364,56,0.153425,0.0292,0.2376,0.2376,-0.5079,1.2743,0.0053,-0.001,-0.0028,0.1359,0.0,0.1001,0.1596,0.1734,0.1701,0.2487,0.2239,0.2195,0.2267,IH2012,3294.4,L3
20201029,10002628,510050P2012M03400,2020-10-29,20201223,P,3.4,0.1537,0.1581,0.1156,0.1238,17545,22461,23619635,10000,510050,3.383,55,0.150685,0.029,0.2342,0.2342,-0.4847,1.2961,0.0052,-0.001,-0.0027,0.1238,-0.0,0.1064,0.1605,0.1677,0.1665,0.2472,0.2238,0.2194,0.2246,IH2012,3316.0,L2
20201030,10002628,510050P2012M03400,2020-10-30,20201223,P,3.4,0.1294,0.1605,0.1215,0.1526,22363,27210,31763568,10000,510050,3.329,54,0.147945,0.0299,0.238,0.238,-0.5543,1.2968,0.0051,-0.001,-0.003,0.1526,-0.0,0.1268,0.1601,0.1744,0.1696,0.2485,0.225,0.2186,0.2254,IH2012,3262.6,L2
20201009,10002643,510050C2012M03500,2020-10-09,20201223,C,3.5,0.0836,0.091,0.07,0.0706,7617,31465,5969665,10000,510050,3.337,75,0.205479,0.0279,0.2106,0.2106,0.3476,1.1596,0.0056,-0.0009,0.0022,0.0706,-0.0,0.2128,0.1849,0.1732,0.2151,0.2449,0.2216,0.2369,0.2445,IH2012,3241.6,L3
20201012,10002643,510050C2012M03500,2020-10-12,20201223,C,3.5,0.0759,0.1196,0.0757,0.1152,15599,28803,15486598,10000,510050,3.442,72,0.19726,0.0278,0.2181,0.2181,0.4731,1.1937,0.0061,-0.001,0.003,0.1152,-0.0,0.2253,0.2123,0.1932,0.2183,0.2493,0.2254,0.2399,0.2468,IH2012,3357.0,L3
20201013,10002643,510050C2012M03500,2020-10-13,20201223,C,3.5,0.106,0.1147,0.1015,0.111,5708,28445,6181345,10000,510050,3.437,71,0.194521,0.0345,0.2136,0.2136,0.4703,1.229,0.006,-0.001,0.0029,0.111,-0.0,0.2127,0.2024,0.1933,0.2169,0.2494,0.2253,0.2367,0.2466,IH2012,3353.0,L3
20201014,10002643,510050C2012M03500,2020-10-14,20201223,C,3.5,0.1107,0.111,0.0977,0.0997,4153,29063,4186491,10000,510050,3.424,70,0.191781,0.032,0.2075,0.2075,0.4489,1.2714,0.0059,-0.001,0.0028,0.0997,-0.0,0.2016,0.2009,0.1935,0.2159,0.2496,0.2245,0.234,0.2467,IH2012,3341.2,L3
20201015,10002643,510050C2012M03500,2020-10-15,20201223,C,3.5,0.1003,0.1125,0.0987,0.1046,8424,29746,9001479,10000,510050,3.425,69,0.189041,0.0291,0.2182,0.2182,0.4511,1.2188,0.0059,-0.001,0.0027,0.1046,-0.0,0.2018,0.1914,0.1906,0.2151,0.2474,0.2241,0.234,0.2466,IH2012,3346.0,L3
20201016,10002643,510050C2012M03500,2020-10-16,20201223,C,3.5,0.1101,0.1174,0.0977,0.1057,8775,29737,9556295,10000,510050,3.432,68,0.186301,0.0279,0.217,0.217,0.4573,1.2342,0.0059,-0.001,0.0027,0.1057,-0.0,0.1725,0.1914,0.1901,0.1952,0.2474,0.2241,0.2337,0.2466,IH2012,3353.2,L3
20201019,10002643,510050C2012M03500,2020-10-19,20201223,C,3.5,0.1126,0.1302,0.085,0.09,12923,30886,13869963,10000,510050,3.409,65,0.178082,0.0285,0.2125,0.2125,0.4237,1.2814,0.0056,-0.001,0.0024,0.09,-0.0,0.1817,0.1934,0.1783,0.1954,0.2478,0.2237,0.2324,0.2465,IH2012,3326.0,L3
20201020,10002643,510050C2012M03500,2020-10-20,20201223,C,3.5,0.0863,0.0893,0.0813,0.0863,7852,31605,6653099,10000,510050,3.412,64,0.175342,0.0287,0.2053,0.2053,0.4228,1.3346,0.0056,-0.001,0.0024,0.0863,-0.0,0.1817,0.1917,0.1767,0.1854,0.2477,0.2237,0.2311,0.2464,IH2012,3331.8,L3
20201021,10002643,510050C2012M03500,2020-10-21,20201223,C,3.5,0.0879,0.0919,0.0806,0.0915,10360,33278,8838574,10000,510050,3.433,63,0.172603,0.0285,0.2002,0.2002,0.4476,1.3851,0.0056,-0.001,0.0025,0.0915,-0.0,0.1797,0.191,0.1773,0.1858,0.2478,0.223,0.2276,0.2465,IH2012,3351.0,L3
20201022,10002643,510050C2012M03500,2020-10-22,20201223,C,3.5,0.0898,0.0903,0.0739,0.0859,11908,35252,9498212,10000,510050,3.42,62,0.169863,0.0283,0.2023,0.2023,0.4293,1.3773,0.0055,-0.001,0.0023,0.0859,-0.0,0.1791,0.19,0.1775,0.186,0.2479,0.223,0.2267,0.2465,IH2012,3342.6,L3
